0.000000000000000000e+00,7.954368492530555779e-01,7.205673758865248635e-01,6.357142857142856762e-01,3.787234042553191404e-01
1.000000000000000000e+00,7.982842915346309853e-01,7.106382978723404520e-01,6.165413533834586124e-01,3.489361702127659615e-01
2.000000000000000000e+00,6.684563150746943849e-01,6.326241134751773298e-01,3.461538461538461453e-01,1.148936170212765950e-01
3.000000000000000000e+00,8.121321865097328452e-01,7.361702127659573991e-01,6.622516556291391243e-01,4.255319148936170248e-01
4.000000000000000000e+00,7.671887732005432392e-01,6.936170212765957466e-01,5.785123966942148366e-01,2.978723404255319007e-01
5.000000000000000000e+00,8.192756903576278171e-01,7.276595744680851574e-01,6.482758620689654805e-01,4.000000000000000222e-01
6.000000000000000000e+00,7.209959257582617687e-01,6.680851063829786884e-01,5.048543689320388328e-01,2.212765957446808374e-01
7.000000000000000000e+00,7.632277048438207423e-01,7.106382978723404520e-01,6.165413533834586124e-01,3.489361702127659615e-01
8.000000000000000000e+00,8.522091444092350088e-01,7.787234042553191626e-01,7.182320441988950810e-01,5.531914893617021489e-01
9.000000000000000000e+00,7.890900860117699978e-01,7.234042553191489811e-01,6.408450704225352457e-01,3.872340425531914931e-01
1.000000000000000000e+01,8.245767315527388064e-01,7.432624113475176930e-01,6.730769230769231282e-01,4.468085106382978511e-01
1.100000000000000000e+01,8.286373924852874495e-01,7.390070921985815167e-01,6.666666666666666297e-01,4.340425531914893775e-01
1.200000000000000000e+01,8.166636487098234420e-01,7.347517730496453403e-01,6.600000000000000311e-01,4.212765957446808485e-01
1.300000000000000000e+01,8.173291081937528180e-01,7.262411347517730986e-01,6.458333333333333703e-01,3.957446808510638459e-01
1.400000000000000000e+01,8.345178813942960572e-01,7.617021276595744572e-01,6.982248520710059303e-01,5.021276595744680327e-01
1.500000000000000000e+01,8.534766862833862433e-01,7.900709219858156329e-01,7.301587301587301182e-01,5.872340425531914487e-01
1.600000000000000000e+01,8.588184698958805097e-01,7.900709219858156329e-01,7.301587301587301182e-01,5.872340425531914487e-01
1.700000000000000000e+01,7.866953372566771741e-01,7.134751773049645696e-01,6.222222222222222321e-01,3.574468085106383142e-01
1.800000000000000000e+01,8.500045269352647370e-01,7.631205673758865160e-01,6.999999999999999556e-01,5.063829787234042090e-01
1.900000000000000000e+01,8.820009053870528914e-01,8.113475177304964037e-01,7.500000000000000000e-01,6.510638297872340940e-01
2.000000000000000000e+01,8.783884110457220729e-01,8.000000000000000444e-01,7.397959183673469274e-01,6.170212765957446832e-01
2.100000000000000000e+01,8.903485740153915806e-01,8.170212765957446388e-01,7.548076923076922906e-01,6.680851063829786884e-01
2.200000000000000000e+01,7.850837483023992425e-01,7.078014184397163344e-01,6.106870229007633766e-01,3.404255319148936088e-01
2.300000000000000000e+01,8.943141693073788367e-01,8.297872340425531679e-01,7.649769585253456405e-01,7.063829787234042756e-01
2.400000000000000000e+01,8.433272974196468486e-01,7.617021276595744572e-01,6.982248520710059303e-01,5.021276595744680327e-01
