0.000000000000000000e+00,8.150656405613400102e-01,6.751773049645389824e-01,1.000000000000000000e+00,2.553191489361701996e-02
1.000000000000000000e+00,8.189361702127659903e-01,6.695035460992907472e-01,1.000000000000000000e+00,8.510638297872340566e-03
2.000000000000000000e+00,6.784880036215481525e-01,6.680851063829786884e-01,1.000000000000000000e+00,4.255319148936170283e-03
3.000000000000000000e+00,8.337528293345406460e-01,6.723404255319148648e-01,1.000000000000000000e+00,1.702127659574468113e-02
4.000000000000000000e+00,8.064101403349932529e-01,6.737588652482269236e-01,1.000000000000000000e+00,2.127659574468085055e-02
5.000000000000000000e+00,8.301041195110909765e-01,6.709219858156028060e-01,1.000000000000000000e+00,1.276595744680850998e-02
6.000000000000000000e+00,6.901222272521503331e-01,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,7.292394748755093303e-01,6.666666666666666297e-01,0.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,8.359031235853326969e-01,6.695035460992907472e-01,1.000000000000000000e+00,8.510638297872340566e-03
9.000000000000000000e+00,8.361521050248981179e-01,6.794326241134751587e-01,1.000000000000000000e+00,3.829787234042553168e-02
1.000000000000000000e+01,8.726165685830693519e-01,6.751773049645389824e-01,1.000000000000000000e+00,2.553191489361701996e-02
1.100000000000000000e+01,8.701765504753282698e-01,6.737588652482269236e-01,1.000000000000000000e+00,2.127659574468085055e-02
1.200000000000000000e+01,8.351425984608420450e-01,6.709219858156028060e-01,1.000000000000000000e+00,1.276595744680850998e-02
1.300000000000000000e+01,8.678949751018559811e-01,6.709219858156028060e-01,1.000000000000000000e+00,1.276595744680850998e-02
1.400000000000000000e+01,8.116749660479855022e-01,6.751773049645389824e-01,1.000000000000000000e+00,2.553191489361701996e-02
1.500000000000000000e+01,8.606382978723404742e-01,6.751773049645389824e-01,1.000000000000000000e+00,2.553191489361701996e-02
1.600000000000000000e+01,8.541285649615211195e-01,6.723404255319148648e-01,1.000000000000000000e+00,1.702127659574468113e-02
1.700000000000000000e+01,7.932865550022634160e-01,6.709219858156028060e-01,1.000000000000000000e+00,1.276595744680850998e-02
1.800000000000000000e+01,8.391217745586238008e-01,6.723404255319148648e-01,1.000000000000000000e+00,1.702127659574468113e-02
1.900000000000000000e+01,8.609416025350837831e-01,6.737588652482269236e-01,1.000000000000000000e+00,2.127659574468085055e-02
2.000000000000000000e+01,9.083929379809868587e-01,6.893617021276595702e-01,1.000000000000000000e+00,6.808510638297872453e-02
2.100000000000000000e+01,8.994658216387506622e-01,6.794326241134751587e-01,1.000000000000000000e+00,3.829787234042553168e-02
2.200000000000000000e+01,7.298098687188773193e-01,6.680851063829786884e-01,1.000000000000000000e+00,4.255319148936170283e-03
2.300000000000000000e+01,9.014395654142145498e-01,6.836879432624113351e-01,1.000000000000000000e+00,5.106382978723403993e-02
2.400000000000000000e+01,8.524173834314169307e-01,6.695035460992907472e-01,1.000000000000000000e+00,8.510638297872340566e-03
