0.000000000000000000e+00,8.925124490719782422e-01,7.560283687943262221e-01,8.181818181818182323e-01,3.446808510638297851e-01
1.000000000000000000e+00,8.911770031688547311e-01,7.347517730496453403e-01,7.857142857142856984e-01,2.808510638297872508e-01
2.000000000000000000e+00,7.658035310095065995e-01,6.638297872340425121e-01,4.705882352941176405e-01,6.808510638297872453e-02
3.000000000000000000e+00,8.973653236758712959e-01,7.801418439716312214e-01,8.448275862068965747e-01,4.170212765957446721e-01
4.000000000000000000e+00,8.327931190583974796e-01,7.007092198581560405e-01,6.999999999999999556e-01,1.787234042553191571e-01
5.000000000000000000e+00,9.193662290629244227e-01,7.631205673758865160e-01,8.269230769230768718e-01,3.659574468085106114e-01
6.000000000000000000e+00,8.397917609778179360e-01,7.489361702127659282e-01,8.085106382978722861e-01,3.234042553191489588e-01
7.000000000000000000e+00,8.684246265278405819e-01,7.716312056737588687e-01,8.363636363636363091e-01,3.914893617021276695e-01
8.000000000000000000e+00,9.465233137166138011e-01,8.496453900709219909e-01,8.909090909090908728e-01,6.255319148936170359e-01
9.000000000000000000e+00,7.860842009959257970e-01,7.021276595744680993e-01,7.049180327868852514e-01,1.829787234042553057e-01
1.000000000000000000e+01,8.544545043005884466e-01,7.148936170212766283e-01,7.428571428571428825e-01,2.212765957446808374e-01
1.100000000000000000e+01,8.679130828429152400e-01,7.375886524822694579e-01,7.906976744186046124e-01,2.893617021276595480e-01
1.200000000000000000e+01,8.956224535989134594e-01,7.829787234042553390e-01,8.474576271186440302e-01,4.255319148936170248e-01
1.300000000000000000e+01,8.409144409234948769e-01,6.950354609929078054e-01,6.785714285714286031e-01,1.617021276595744794e-01
1.400000000000000000e+01,9.360389316432774498e-01,8.496453900709219909e-01,8.909090909090908728e-01,6.255319148936170359e-01
1.500000000000000000e+01,9.279266636487099040e-01,8.496453900709219909e-01,8.909090909090908728e-01,6.255319148936170359e-01
1.600000000000000000e+01,9.441783612494341060e-01,8.482269503546099321e-01,8.902439024390244038e-01,6.212765957446808596e-01
1.700000000000000000e+01,8.822317790855591646e-01,7.560283687943262221e-01,8.181818181818182323e-01,3.446808510638297851e-01
1.800000000000000000e+01,9.306564056133996843e-01,8.255319148936169915e-01,8.783783783783783994e-01,5.531914893617021489e-01
1.900000000000000000e+01,9.532458125848801700e-01,8.737588652482269902e-01,9.010989010989011172e-01,6.978723404255319229e-01
2.000000000000000000e+01,9.179900407424173014e-01,7.971631205673759268e-01,8.593750000000000000e-01,4.680851063829787329e-01
2.100000000000000000e+01,9.590493435943866496e-01,8.780141843971631666e-01,9.027027027027026973e-01,7.106382978723404520e-01
2.200000000000000000e+01,9.194160253508374403e-01,8.127659574468084624e-01,8.705035971223021862e-01,5.148936170212765617e-01
2.300000000000000000e+01,9.530375735626980260e-01,8.794326241134752253e-01,9.032258064516128782e-01,7.148936170212766283e-01
2.400000000000000000e+01,9.392892711634224234e-01,8.269503546099290503e-01,8.791946308724831738e-01,5.574468085106383253e-01
